[["40c"],0] NaN
[[9,5,4,4,1,1,1,1,1,1],0] 0
[[9,5,4,4,1,1,1,1],0] 0
[[9,5,4,4,1,1],0] 0
[[9,5,4,4],0] 0
[[9,5,4,3,3,3,3,1],0] 0
[[9,5,4,3,3,3,2,1,1],0] 0
[[9,5,4,3,3,3,2],0] 0
[[9,5,4,3,3,2,2,1],0] 0
[[9,5,4,3,3,1,1,1,1,1],0] 0
[[9,5,4,3,3,1,1,1],0] 0
[[9,5,4,3,3,1],0] 0
[[9,5,4,3,2,2,2,2,2],0] 0
[[9,5,4,3,2,2,2,1,1],0] 0
[[9,5,4,3,2,2,2],0] 0
[[9,5,4,3,2,1,1,1,1,1,1],0] 0
[[9,5,4,3,2,1,1,1,1],0] 0
[[9,5,4,3,2,1,1],0] 0
[[9,5,4,3,2],0] 0
[[9,5,4,2,2,2,2,1,1,1],0] 0
[[9,5,4,2,2,2,2,1],0] 0
[[9,5,4,2,2,1,1,1,1,1],0] 0
[[9,5,4,2,2,1,1,1],0] 0
[[9,5,4,2,2,1],0] 0
[[9,5,4,1,1,1,1,1,1,1,1,1],0] 0
[[9,5,4,1,1,1,1,1,1,1],0] 0
[[9,5,4,1,1,1,1,1],0] 0
[[9,5,4,1,1,1],0] 0
[[9,5,4,1],0] 0
[[9,5,3,3,3,3,3,3],0] 1
[[9,5,3,3,3,3,2,2],0] 0
[[9,5,3,3,3,3,1,1,1,1],0] 1
[[9,5,3,3,3,3,1,1],0] 1
[[9,5,3,3,3,3],0] 1
[[9,5,3,3,3,2,2,2,1],0] 0
[[9,5,3,3,3,2,1,1,1],0] 2
[[9,5,3,3,3,2,1],0] 2
[[9,5,3,3,2,2,2,2,1,1],0] 0
[[9,5,3,3,2,2,2,2],0] 0
[[9,5,3,3,2,2,1,1,1,1],0] 0
[[9,5,3,3,2,2,1,1],0] 0
[[9,5,3,3,2,2],0] 0
[[9,5,3,3,1,1,1,1,1,1,1,1],0] 1
[[9,5,3,3,1,1,1,1,1,1],0] 1
[[9,5,3,3,1,1,1,1],0] 1
[[9,5,3,3,1,1],0] 1
[[9,5,3,3],0] 1
[[9,5,3,2,2,2,2,2,1],0] 0
[[9,5,3,2,2,2,1,1,1,1,1],0] 0
[[9,5,3,2,2,2,1,1,1],0] 0
[[9,5,3,2,2,2,1],0] 0
[[9,5,3,2,1,1,1,1,1,1,1],0] 2
[[9,5,3,2,1,1,1,1,1],0] 2
[[9,5,3,2,1,1,1],0] 2
[[9,5,3,2,1],0] 2
[[9,5,2,2,2,2,2,2,2,2],0] 0
[[9,5,2,2,2,2,2,2,1,1],0] 0
[[9,5,2,2,2,2,2,2],0] 0
[[9,5,2,2,2,2,1,1,1,1,1,1],0] 0
[[9,5,2,2,2,2,1,1,1,1],0] 0
[[9,5,2,2,2,2,1,1],0] 0
[[9,5,2,2,2,2],0] 0
[[9,5,2,2,1,1,1,1,1,1,1,1],0] 0
[[9,5,2,2,1,1,1,1,1,1],0] 0
[[9,5,2,2,1,1,1,1],0] 0
[[9,5,2,2,1,1],0] 0
[[9,5,2,2],0] 0
[[9,5,1,1,1,1,1,1,1,1,1,1,1,1],0] 1
[[9,5,1,1,1,1,1,1,1,1,1,1],0] 1
[[9,5,1,1,1,1,1,1,1,1],0] 1
[[9,5,1,1,1,1,1,1],0] 1
[[9,5,1,1,1,1],0] 1
[[9,5,1,1],0] 1
[[9,5],0] 1
[[9,4,4,4,4,4,4],0] 0
[[9,4,4,4,4,4,1],0] 0
[[9,4,4,4,4,1,1,1,1],0] 0
[[9,4,4,4,4,1,1],0] 0
[[9,4,4,4,4],0] 0
[[9,4,4,4,1,1,1,1,1,1,1],0] 0
[[9,4,4,4,1,1,1,1,1],0] 0
[[9,4,4,4,1,1,1],0] 0
[[9,4,4,4,1],0] 0
[[9,4,4,1,1,1,1,1,1,1,1,1,1],0] 0
[[9,4,4,1,1,1,1,1,1,1,1],0] 0
[[9,4,4,1,1,1,1,1,1],0] 0
[[9,4,4,1,1,1,1],0] 0
[[9,4,4,1,1],0] 0
[[9,4,4],0] 0
[[9,4,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[9,4,1,1,1,1,1,1,1,1,1],0] 0
[[9,4,1,1,1,1,1,1,1],0] 0
[[9,4,1,1,1,1,1],0] 0
[[9,4,1,1,1],0] 0
[[9,4,1],0] 0
[[9,1,1,1,1,1,1,1,1,1,1,1,1,1,1],0] 1
[[9,1,1,1,1,1,1,1,1,1,1,1,1],0] 1
[[9,1,1,1,1,1,1,1,1,1,1],0] 1
[[9,1,1,1,1,1,1,1,1],0] 1
[[9,1,1,1,1,1,1],0] 1
[[9,1,1,1,1],0] 1
[[9,1,1],0] 1
[[9],0] 1
[[8,8,8,8,1,1],0] 0
[[8,8,8,8],0] 0
[[8,8,8,7,3],0] 0
[[8,8,8,7,2,1],0] 0
[[8,8,8,6,3,1],0] 0
[[8,8,8,6,2],0] 0
[[8,8,8,4,4,1],0] 0
[[8,8,8,4,3,3],0] 0
[[8,8,8,4,2,2],0] 0
[[8,8,8,4,1,1,1,1],0] 0
[[8,8,8,4,1,1],0] 0
[[8,8,8,4],0] 0
[[8,8,8,3,3,1],0] 0
[[8,8,8,3,2,2,2],0] 0
[[8,8,8,3,2,1,1],0] 0
[[8,8,8,3,2],0] 0
[[8,8,8,2,2,1,1,1],0] 0
[[8,8,8,2,2,1],0] 0
[[8,8,8,1,1,1,1,1],0] 0
[[8,8,8,1,1,1],0] 0
[[8,8,8,1],0] 0
[[8,8,7,7,2,2],0] 0
[[8,8,7,7,1,1],0] 0
[[8,8,7,7],0] 0
[[8,8,7,6,4],0] 0
[[8,8,7,6,3,2],0] 0
[[8,8,7,6,1,1,1],0] 0
[[8,8,7,6,1],0] 0
[[8,8,7,4,4,2],0] 0
[[8,8,7,4,3,1,1],0] 0
[[8,8,7,4,3],0] 0
[[8,8,7,4,2,1,1,1],0] 0
[[8,8,7,4,2,1],0] 0
[[8,8,7,3,3,3,1],0] 0
[[8,8,7,3,3,2],0] 0
[[8,8,7,3,2,2,1],0] 0
[[8,8,7,3,1,1,1,1,1],0] 0
[[8,8,7,3,1,1,1],0] 0
[[8,8,7,3,1],0] 0
[[8,8,7,2,2,2,1,1],0] 0
[[8,8,7,2,2,2],0] 0
[[8,8,7,2,1,1,1,1],0] 0
[[8,8,7,2,1,1],0] 0
[[8,8,7,2],0] 0
[[8,8,6,6,4,1],0] 0
[[8,8,6,6,3,3],0] 0
[[8,8,6,6,2,2],0] 0
[[8,8,6,6,1,1,1,1],0] 0
[[8,8,6,6,1,1],0] 0
[[8,8,6,6],0] 0
[[8,8,6,4,4,3],0] 0
[[8,8,6,4,4,2,1],0] 0
[[8,8,6,4,3,1,1,1],0] 0
[[8,8,6,4,3,1],0] 0
[[8,8,6,4,2,2,2],0] 0
[[8,8,6,4,2,1,1],0] 0
[[8,8,6,4,2],0] 0
[[8,8,6,3,3,3],0] 0
[[8,8,6,3,3,2,1],0] 0
[[8,8,6,3,2,2,1,1],0] 0
[[8,8,6,3,2,2],0] 0
[[8,8,6,3,1,1,1,1],0] 0
[[8,8,6,3,1,1],0] 0
[[8,8,6,3],0] 0
[[8,8,6,2,2,2,1,1,1],0] 0
[[8,8,6,2,2,2,1],0] 0
[[8,8,6,2,1,1,1,1,1],0] 0
[[8,8,6,2,1,1,1],0] 0
[[8,8,6,2,1],0] 0
[[8,8,5,5,4,4],0] 0
[[8,8,5,5,4,1],0] 0
[[8,8,5,5,3,3],0] 0
[[8,8,5,5,3,2,1],0] 0
[[8,8,5,5,2,2,1,1],0] 0
[[8,8,5,5,2,2],0] 0
[[8,8,5,5,1,1,1,1],0] 0
[[8,8,5,5,1,1],0] 0
[[8,8,5,5],0] 0
[[8,8,4,4,4,4],0] 0
[[8,8,4,4,4,3,2],0] 0
[[8,8,4,4,4,1,1,1],0] 0
[[8,8,4,4,4,1],0] 0
[[8,8,4,4,3,3,1,1],0] 0
[[8,8,4,4,3,3],0] 0
[[8,8,4,4,3,2,1],0] 0
[[8,8,4,4,2,2,2,2],0] 0
[[8,8,4,4,2,2,1,1],0] 0
[[8,8,4,4,2,2],0] 0
[[8,8,4,4,1,1,1,1,1,1],0] 0
[[8,8,4,4,1,1,1,1],0] 0
[[8,8,4,4,1,1],0] 0
[[8,8,4,4],0] 0
[[8,8,4,3,3,3,2],0] 0
[[8,8,4,3,3,2,2,1],0] 0
[[8,8,4,3,3,1,1,1],0] 0
[[8,8,4,3,3,1],0] 0
[[8,8,4,3,2,2,2,1,1],0] 0
[[8,8,4,3,2,2,2],0] 0
[[8,8,4,3,2,1,1,1,1],0] 0
[[8,8,4,3,2,1,1],0] 0
[[8,8,4,3,2],0] 0
[[8,8,4,2,2,2,2,1],0] 0
[[8,8,4,2,2,1,1,1,1,1],0] 0
[[8,8,4,2,2,1,1,1],0] 0
[[8,8,4,2,2,1],0] 0
[[8,8,4,1,1,1,1,1,1,1],0] 0
[[8,8,4,1,1,1,1,1],0] 0
[[8,8,4,1,1,1],0] 0
[[8,8,4,1],0] 0
[[8,8,3,3,3,3,2,2],0] 0
[[8,8,3,3,3,3,1,1],0] 0
[[8,8,3,3,3,3],0] 0
[[8,8,3,3,3,2,1,1,1],0] 0
[[8,8,3,3,3,2,1],0] 0
[[8,8,3,3,2,2,2,2],0] 0
[[8,8,3,3,2,2,1,1,1,1],0] 0
[[8,8,3,3,2,2,1,1],0] 0
[[8,8,3,3,2,2],0] 0
[[8,8,3,3,1,1,1,1,1,1],0] 0
[[8,8,3,3,1,1,1,1],0] 0
[[8,8,3,3,1,1],0] 0
[[8,8,3,3],0] 0
[[8,8,3,2,2,2,2,2,1],0] 0
[[8,8,3,2,2,2,1,1,1],0] 0
[[8,8,3,2,2,2,1],0] 0
[[8,8,3,2,1,1,1,1,1,1,1],0] 0
[[8,8,3,2,1,1,1,1,1],0] 0
[[8,8,3,2,1,1,1],0] 0
[[8,8,3,2,1],0] 0
[[8,8,2,2,2,2,2,2,1,1],0] 0
[[8,8,2,2,2,2,2,2],0] 0
[[8,8,2,2,2,2,1,1,1,1],0] 0
[[8,8,2,2,2,2,1,1],0] 0
[[8,8,2,2,2,2],0] 0
[[8,8,2,2,1,1,1,1,1,1,1,1],0] 0
[[8,8,2,2,1,1,1,1,1,1],0] 0
[[8,8,2,2,1,1,1,1],0] 0
[[8,8,2,2,1,1],0] 0
[[8,8,2,2],0] 0
[[8,8,1,1,1,1,1,1,1,1,1,1],0] 0
[[8,8,1,1,1,1,1,1,1,1],0] 0
[[8,8,1,1,1,1,1,1],0] 0
[[8,8,1,1,1,1],0] 0
[[8,8,1,1],0] 0
[[8,8],0] 0
[[8,7,7,7,6],0] 0
[[8,7,7,7,3],0] 0
[[8,7,7,7,2,1],0] 0
[[8,7,7,6,3,1],0] 0
[[8,7,7,6,2,1,1],0] 0
[[8,7,7,6,2],0] 0
[[8,7,7,5,5,1],0] 0
[[8,7,7,4,4,4],0] 0
[[8,7,7,4,4,1],0] 0
[[8,7,7,4,3,3],0] 0
[[8,7,7,4,3,2,1],0] 0
[[8,7,7,4,2,2,1,1],0] 0
[[8,7,7,4,2,2],0] 0
[[8,7,7,4,1,1,1,1],0] 0
[[8,7,7,4,1,1],0] 0
[[8,7,7,4],0] 0
[[8,7,7,3,3,3,2],0] 0
[[8,7,7,3,3,1,1,1],0] 0
[[8,7,7,3,3,1],0] 0
[[8,7,7,3,2,2,2],0] 0
[[8,7,7,3,2,1,1,1,1],0] 0
[[8,7,7,3,2,1,1],0] 0
[[8,7,7,3,2],0] 0
[[8,7,7,2,2,2,2,1],0] 0
[[8,7,7,2,2,1,1,1],0] 0
[[8,7,7,2,2,1],0] 0
[[8,7,7,1,1,1,1,1,1,1],0] 0
[[8,7,7,1,1,1,1,1],0] 0
[[8,7,7,1,1,1],0] 0
[[8,7,7,1],0] 0
[[8,7,6,6,6],0] 0
[[8,7,6,6,4,2],0] 0
[[8,7,6,6,3,1,1],0] 0
[[8,7,6,6,3],0] 0
[[8,7,6,6,2,1,1,1],0] 0
[[8,7,6,6,2,1],0] 0
[[8,7,6,5,5,1,1],0] 0
[[8,7,6,5,5],0] 0
[[8,7,6,4,4,2,2],0] 0
[[8,7,6,4,4,1,1],0] 0
[[8,7,6,4,4],0] 0
[[8,7,6,4,3,3,1],0] 0
[[8,7,6,4,3,2,1,1],0] 0
[[8,7,6,4,3,2],0] 0
[[8,7,6,4,2,2,1],0] 0
[[8,7,6,4,1,1,1,1,1],0] 0
[[8,7,6,4,1,1,1],0] 0
[[8,7,6,4,1],0] 0
[[8,7,6,3,3,3,3],0] 0
[[8,7,6,3,3,2,2],0] 0
[[8,7,6,3,3,1,1,1,1],0] 0
[[8,7,6,3,3,1,1],0] 0
[[8,7,6,3,3],0] 0
[[8,7,6,3,2,2,2,1],0] 0
[[8,7,6,3,2,1,1,1],0] 0
[[8,7,6,3,2,1],0] 0
[[8,7,6,2,2,2,2,1,1],0] 0
[[8,7,6,2,2,2,2],0] 0
[[8,7,6,2,2,1,1,1,1],0] 0
[[8,7,6,2,2,1,1],0] 0
[[8,7,6,2,2],0] 0
[[8,7,6,1,1,1,1,1,1,1,1],0] 0
[[8,7,6,1,1,1,1,1,1],0] 0
[[8,7,6,1,1,1,1],0] 0
[[8,7,6,1,1],0] 0
[[8,7,6],0] 0
[[8,7,5,5,4,3,1],0] 0
[[8,7,5,5,4,2],0] 0
[[8,7,5,5,3,2,2],0] 0
[[8,7,5,5,3,1,1],0] 0
[[8,7,5,5,3],0] 0
[[8,7,5,5,2,2,2,1],0] 0
[[8,7,5,5,2,1,1,1],0] 0
[[8,7,5,5,2,1],0] 0
[[8,7,4,4,4,3,1],0] 0
[[8,7,4,4,4,2,1,1],0] 0
[[8,7,4,4,4,2],0] 0
[[8,7,4,4,3,3,3],0] 0
[[8,7,4,4,3,3,2,1],0] 0
[[8,7,4,4,3,2,2],0] 0
[[8,7,4,4,3,1,1,1,1],0] 0
[[8,7,4,4,3,1,1],0] 0
[[8,7,4,4,3],0] 0
[[8,7,4,4,2,2,2,1],0] 0
[[8,7,4,4,2,1,1,1,1,1],0] 0
[[8,7,4,4,2,1,1,1],0] 0
[[8,7,4,4,2,1],0] 0
[[8,7,4,3,3,3,1,1,1],0] 0
[[8,7,4,3,3,3,1],0] 0
[[8,7,4,3,3,2,2,2],0] 0
[[8,7,4,3,3,2,1,1],0] 0
[[8,7,4,3,3,2],0] 0
[[8,7,4,3,2,2,2,2,1],0] 0
[[8,7,4,3,2,2,1,1,1],0] 0
[[8,7,4,3,2,2,1],0] 0
[[8,7,4,3,1,1,1,1,1,1,1],0] 0
[[8,7,4,3,1,1,1,1,1],0] 0
[[8,7,4,3,1,1,1],0] 0
[[8,7,4,3,1],0] 0
[[8,7,4,2,2,2,2,2],0] 0
[[8,7,4,2,2,2,1,1,1,1],0] 0
[[8,7,4,2,2,2,1,1],0] 0
[[8,7,4,2,2,2],0] 0
[[8,7,4,2,1,1,1,1,1,1],0] 0
[[8,7,4,2,1,1,1,1],0] 0
[[8,7,4,2,1,1],0] 0
[[8,7,4,2],0] 0
[[8,7,3,3,3,3,3],0] 0
[[8,7,3,3,3,3,2,1],0] 0
[[8,7,3,3,3,2,2,1,1],0] 0
[[8,7,3,3,3,2,2],0] 0
[[8,7,3,3,3,1,1,1,1],0] 0
[[8,7,3,3,3,1,1],0] 0
[[8,7,3,3,3],0] 0
[[8,7,3,3,2,2,2,1,1,1],0] 0
[[8,7,3,3,2,2,2,1],0] 0
[[8,7,3,3,2,1,1,1,1,1],0] 0
[[8,7,3,3,2,1,1,1],0] 0
[[8,7,3,3,2,1],0] 0
[[8,7,3,2,2,2,2,2,2],0] 0
[[8,7,3,2,2,2,2,1,1],0] 0
[[8,7,3,2,2,2,2],0] 0
[[8,7,3,2,2,1,1,1,1,1,1],0] 0
[[8,7,3,2,2,1,1,1,1],0] 0
[[8,7,3,2,2,1,1],0] 0
[[8,7,3,2,2],0] 0
[[8,7,3,1,1,1,1,1,1,1,1],0] 0
[[8,7,3,1,1,1,1,1,1],0] 0
[[8,7,3,1,1,1,1],0] 0
[[8,7,3,1,1],0] 0
[[8,7,3],0] 0
[[8,7,2,2,2,2,2,2,2,1],0] 0
[[8,7,2,2,2,2,2,1,1,1],0] 0
[[8,7,2,2,2,2,2,1],0] 0
[[8,7,2,2,2,1,1,1,1,1,1,1],0] 0
[[8,7,2,2,2,1,1,1,1,1],0] 0
[[8,7,2,2,2,1,1,1],0] 0
[[8,7,2,2,2,1],0] 0
[[8,7,2,1,1,1,1,1,1,1,1,1],0] 0
[[8,7,2,1,1,1,1,1,1,1],0] 0
[[8,7,2,1,1,1,1,1],0] 0
[[8,7,2,1,1,1],0] 0
[[8,7,2,1],0] 0
[[8,6,6,6,6,1],0] 0
[[8,6,6,6,4,3],0] 0
[[8,6,6,6,4,2,1],0] 0
[[8,6,6,6,3,1,1,1],0] 0
[[8,6,6,6,3,1],0] 0
[[8,6,6,6,2,2,2],0] 0
[[8,6,6,6,2,1,1],0] 0
[[8,6,6,6,2],0] 0
[[8,6,6,5,5,4],0] 0
[[8,6,6,5,5,1],0] 0
[[8,6,6,4,4,4],0] 0
[[8,6,6,4,4,3,2],0] 0
[[8,6,6,4,4,1,1,1],0] 0
[[8,6,6,4,4,1],0] 0
[[8,6,6,4,3,3,1,1],0] 0
[[8,6,6,4,3,3],0] 0
[[8,6,6,4,3,2,1],0] 0
[[8,6,6,4,2,2,2,2],0] 0
[[8,6,6,4,2,2,1,1],0] 0
[[8,6,6,4,2,2],0] 0
[[8,6,6,4,1,1,1,1,1,1],0] 0
[[8,6,6,4,1,1,1,1],0] 0
[[8,6,6,4,1,1],0] 0
[[8,6,6,4],0] 0
[[8,6,6,3,3,3,2],0] 0
[[8,6,6,3,3,2,2,1],0] 0
[[8,6,6,3,3,1,1,1],0] 0
[[8,6,6,3,3,1],0] 0
[[8,6,6,3,2,2,2,1,1],0] 0
[[8,6,6,3,2,2,2],0] 0
[[8,6,6,3,2,1,1,1,1],0] 0
[[8,6,6,3,2,1,1],0] 0
[[8,6,6,3,2],0] 0
[[8,6,6,2,2,2,2,1],0] 0
[[8,6,6,2,2,1,1,1,1,1],0] 0
[[8,6,6,2,2,1,1,1],0] 0
[[8,6,6,2,2,1],0] 0
[[8,6,6,1,1,1,1,1,1,1],0] 0
[[8,6,6,1,1,1,1,1],0] 0
[[8,6,6,1,1,1],0] 0
[[8,6,6,1],0] 0
[[8,6,5,5,4,3],0] 0
[[8,6,5,5,4,2,1],0] 0
[[8,6,5,5,3,3,2],0] 0
[[8,6,5,5,3,2,2,1],0] 0
[[8,6,5,5,3,1,1,1],0] 0
[[8,6,5,5,3,1],0] 0
[[8,6,5,5,2,2,2],0] 0
[[8,6,5,5,2,1,1,1,1],0] 0
[[8,6,5,5,2,1,1],0] 0
[[8,6,5,5,2],0] 0
[[8,6,4,4,4,4,2],0] 0
[[8,6,4,4,4,3,1,1],0] 0
[[8,6,4,4,4,3],0] 0
[[8,6,4,4,4,2,1,1,1],0] 0
[[8,6,4,4,4,2,1],0] 0
[[8,6,4,4,3,3,3,1],0] 0
[[8,6,4,4,3,3,2],0] 0
[[8,6,4,4,3,2,2,1],0] 0
[[8,6,4,4,3,1,1,1,1,1],0] 0
[[8,6,4,4,3,1,1,1],0] 0
[[8,6,4,4,3,1],0] 0
[[8,6,4,4,2,2,2,1,1],0] 0
[[8,6,4,4,2,2,2],0] 0
[[8,6,4,4,2,1,1,1,1],0] 0
[[8,6,4,4,2,1,1],0] 0
[[8,6,4,4,2],0] 0
[[8,6,4,3,3,3,2,2],0] 0
[[8,6,4,3,3,3,1,1],0] 0
[[8,6,4,3,3,3],0] 0
[[8,6,4,3,3,2,2,2,1],0] 0
[[8,6,4,3,3,2,1,1,1],0] 0
[[8,6,4,3,3,2,1],0] 0
[[8,6,4,3,2,2,2,2],0] 0
[[8,6,4,3,2,2,1,1,1,1],0] 0
[[8,6,4,3,2,2,1,1],0] 0
[[8,6,4,3,2,2],0] 0
[[8,6,4,3,1,1,1,1,1,1],0] 0
[[8,6,4,3,1,1,1,1],0] 0
[[8,6,4,3,1,1],0] 0
[[8,6,4,3],0] 0
[[8,6,4,2,2,2,2,2,1],0] 0
[[8,6,4,2,2,2,1,1,1,1,1],0] 0
[[8,6,4,2,2,2,1,1,1],0] 0
[[8,6,4,2,2,2,1],0] 0
[[8,6,4,2,1,1,1,1,1,1,1],0] 0
[[8,6,4,2,1,1,1,1,1],0] 0
[[8,6,4,2,1,1,1],0] 0
[[8,6,4,2,1],0] 0
[[8,6,3,3,3,3,3,1],0] 0
[[8,6,3,3,3,3,2,1,1],0] 0
[[8,6,3,3,3,3,2],0] 0
[[8,6,3,3,3,2,2,1,1,1],0] 0
[[8,6,3,3,3,2,2,1],0] 0
[[8,6,3,3,3,1,1,1,1,1],0] 0
[[8,6,3,3,3,1,1,1],0] 0
[[8,6,3,3,3,1],0] 0
[[8,6,3,3,2,2,2,2,2],0] 0
[[8,6,3,3,2,2,2,1,1],0] 0
[[8,6,3,3,2,2,2],0] 0
[[8,6,3,3,2,1,1,1,1,1,1],0] 0
[[8,6,3,3,2,1,1,1,1],0] 0
[[8,6,3,3,2,1,1],0] 0
[[8,6,3,3,2],0] 0
[[8,6,3,2,2,2,2,2,2,1],0] 0
[[8,6,3,2,2,2,2,1,1,1],0] 0
[[8,6,3,2,2,2,2,1],0] 0
[[8,6,3,2,2,1,1,1,1,1,1,1],0] 0
[[8,6,3,2,2,1,1,1,1,1],0] 0
[[8,6,3,2,2,1,1,1],0] 0
[[8,6,3,2,2,1],0] 0
[[8,6,3,1,1,1,1,1,1,1,1,1],0] 0
[[8,6,3,1,1,1,1,1,1,1],0] 0
[[8,6,3,1,1,1,1,1],0] 0
[[8,6,3,1,1,1],0] 0
[[8,6,3,1],0] 0
[[8,6,2,2,2,2,2,2,2],0] 0
[[8,6,2,2,2,2,2,1,1,1,1],0] 0
[[8,6,2,2,2,2,2,1,1],0] 0
[[8,6,2,2,2,2,2],0] 0
[[8,6,2,2,2,1,1,1,1,1,1],0] 0
[[8,6,2,2,2,1,1,1,1],0] 0
[[8,6,2,2,2,1,1],0] 0
[[8,6,2,2,2],0] 0
[[8,6,2,1,1,1,1,1,1,1,1,1,1],0] 0
[[8,6,2,1,1,1,1,1,1,1,1],0] 0
[[8,6,2,1,1,1,1,1,1],0] 0
[[8,6,2,1,1,1,1],0] 0
[[8,6,2,1,1],0] 0
[[8,6,2],0] 0
[[8,5,5,5,5,4],0] 0
[[8,5,5,5,5,3,2],0] 0
[[8,5,5,5,5,1,1,1],0] 0
[[8,5,5,5,5,1],0] 0
[[8,5,5,4,4,4,1,1],0] 0
[[8,5,5,4,4,4],0] 0
[[8,5,5,4,4,3,2],0] 0
[[8,5,5,4,4,2,2,1],0] 0
[[8,5,5,4,4,1,1,1],0] 0
[[8,5,5,4,4,1],0] 0
[[8,5,5,4,3,3,2,2],0] 0
[[8,5,5,4,3,3,1,1],0] 0
[[8,5,5,4,3,3],0] 0
[[8,5,5,4,3,2,1,1,1],0] 0
[[8,5,5,4,3,2,1],0] 0
[[8,5,5,4,2,2,2,2],0] 0
[[8,5,5,4,2,2,1,1,1,1],0] 0
[[8,5,5,4,2,2,1,1],0] 0
[[8,5,5,4,2,2],0] 0
[[8,5,5,4,1,1,1,1,1,1],0] 0
[[8,5,5,4,1,1,1,1],0] 0
[[8,5,5,4,1,1],0] 0
[[8,5,5,4],0] 0
[[8,5,5,3,3,3,3,1],0] 0
[[8,5,5,3,3,3,2,1,1],0] 0
[[8,5,5,3,3,3,2],0] 0
[[8,5,5,3,3,2,2,1],0] 0
[[8,5,5,3,3,1,1,1,1,1],0] 0
[[8,5,5,3,3,1,1,1],0] 0
[[8,5,5,3,3,1],0] 0
[[8,5,5,3,2,2,2,2,2],0] 0
[[8,5,5,3,2,2,2,1,1],0] 0
[[8,5,5,3,2,2,2],0] 0
[[8,5,5,3,2,1,1,1,1,1,1],0] 0
[[8,5,5,3,2,1,1,1,1],0] 0
[[8,5,5,3,2,1,1],0] 0
[[8,5,5,3,2],0] 0
[[8,5,5,2,2,2,2,1,1,1],0] 0
[[8,5,5,2,2,2,2,1],0] 0
[[8,5,5,2,2,1,1,1,1,1],0] 0
[[8,5,5,2,2,1,1,1],0] 0
[[8,5,5,2,2,1],0] 0
[[8,5,5,1,1,1,1,1,1,1,1,1],0] 0
[[8,5,5,1,1,1,1,1,1,1],0] 0
[[8,5,5,1,1,1,1,1],0] 0
[[8,5,5,1,1,1],0] 0
[[8,5,5,1],0] 0
[[8,4,4,4,4,4,2,2],0] 0
[[8,4,4,4,4,4,1,1],0] 0
[[8,4,4,4,4,4],0] 0
[[8,4,4,4,4,3,3,1],0] 0
[[8,4,4,4,4,3,2,1,1],0] 0
[[8,4,4,4,4,3,2],0] 0
[[8,4,4,4,4,2,2,1],0] 0
[[8,4,4,4,4,1,1,1,1,1],0] 0
[[8,4,4,4,4,1,1,1],0] 0
[[8,4,4,4,4,1],0] 0
[[8,4,4,4,3,3,3,3],0] 0
[[8,4,4,4,3,3,2,2],0] 0
[[8,4,4,4,3,3,1,1,1,1],0] 0
[[8,4,4,4,3,3,1,1],0] 0
[[8,4,4,4,3,3],0] 0
[[8,4,4,4,3,2,2,2,1],0] 0
[[8,4,4,4,3,2,1,1,1],0] 0
[[8,4,4,4,3,2,1],0] 0
[[8,4,4,4,2,2,2,2,1,1],0] 0
[[8,4,4,4,2,2,2,2],0] 0
[[8,4,4,4,2,2,1,1,1,1],0] 0
[[8,4,4,4,2,2,1,1],0] 0
[[8,4,4,4,2,2],0] 0
[[8,4,4,4,1,1,1,1,1,1,1,1],0] 0
[[8,4,4,4,1,1,1,1,1,1],0] 0
[[8,4,4,4,1,1,1,1],0] 0
[[8,4,4,4,1,1],0] 0
[[8,4,4,4],0] 0
[[8,4,4,3,3,3,3,1],0] 0
[[8,4,4,3,3,3,2,2,2],0] 0
[[8,4,4,3,3,3,2,1,1],0] 0
[[8,4,4,3,3,3,2],0] 0
[[8,4,4,3,3,2,2,1,1,1],0] 0
[[8,4,4,3,3,2,2,1],0] 0
[[8,4,4,3,3,1,1,1,1,1],0] 0
[[8,4,4,3,3,1,1,1],0] 0
[[8,4,4,3,3,1],0] 0
[[8,4,4,3,2,2,2,2,2],0] 0
[[8,4,4,3,2,2,2,1,1,1,1],0] 0
[[8,4,4,3,2,2,2,1,1],0] 0
[[8,4,4,3,2,2,2],0] 0
[[8,4,4,3,2,1,1,1,1,1,1],0] 0
[[8,4,4,3,2,1,1,1,1],0] 0
[[8,4,4,3,2,1,1],0] 0
[[8,4,4,3,2],0] 0
[[8,4,4,2,2,2,2,2,2,1],0] 0
[[8,4,4,2,2,2,2,1,1,1],0] 0
[[8,4,4,2,2,2,2,1],0] 0
[[8,4,4,2,2,1,1,1,1,1,1,1],0] 0
[[8,4,4,2,2,1,1,1,1,1],0] 0
[[8,4,4,2,2,1,1,1],0] 0
[[8,4,4,2,2,1],0] 0
[[8,4,4,1,1,1,1,1,1,1,1,1],0] 0
[[8,4,4,1,1,1,1,1,1,1],0] 0
[[8,4,4,1,1,1,1,1],0] 0
[[8,4,4,1,1,1],0] 0
[[8,4,4,1],0] 0
[[8,4,3,3,3,3,3,3],0] 0
[[8,4,3,3,3,3,3,2,1],0] 0
[[8,4,3,3,3,3,2,2,1,1],0] 0
[[8,4,3,3,3,3,2,2],0] 0
[[8,4,3,3,3,3,1,1,1,1],0] 0
[[8,4,3,3,3,3,1,1],0] 0
[[8,4,3,3,3,3],0] 0
[[8,4,3,3,3,2,2,2,1],0] 0
[[8,4,3,3,3,2,1,1,1,1,1],0] 0
[[8,4,3,3,3,2,1,1,1],0] 0
